plat_no,slot_number,reg_date
V912712PEL,562,2020-05-19 08:22:03
O269273QUC,351,2020-05-06 16:36:48
V773530YNY,301,2020-12-04 19:07:51
E737683VTO,469,2020-12-15 20:36:19
C668844XAW,126,2020-03-04 16:28:09
N236443BUT,422,2020-03-10 21:24:04
F856985UZP,786,2020-07-29 10:53:23
R112059QPJ,14,2020-12-23 19:45:02
J716959QAK,909,2020-01-15 00:45:39
H657326EVG,859,2020-10-08 08:25:01
N227542EDX,494,2020-04-09 20:57:47
B987699HAD,939,2020-09-23 07:52:09
N431699NGK,79,2020-04-08 07:59:38
I605637MDP,853,2020-10-14 11:49:48
K447378DGH,416,2020-07-26 11:04:14
G649968MXQ,870,2020-03-23 07:29:56
F304051WNY,563,2020-08-17 12:51:37
I461178QOE,608,2020-09-30 04:04:53
S563818NHU,265,2020-04-29 23:24:19
F979016BSW,544,2020-01-24 23:28:43
A751108ZEW,710,2020-02-27 05:23:01
P817530XKL,822,2020-04-08 17:04:08
Z886694FLO,929,2020-12-05 07:24:02
R866544GFH,17,2020-03-19 01:09:22
D729160IWA,328,2020-08-03 22:33:21
T299635ZJP,224,2020-05-06 15:39:59
S622751ZZT,380,2020-06-23 10:07:31
T531853HZE,280,2020-02-06 12:58:26
I633393NQS,971,2020-08-06 16:52:50
S483743CQN,547,2020-10-17 02:16:51
V431485GWC,587,2020-04-15 19:40:16
L641402FYB,876,2020-09-05 02:03:11
O667388XHK,318,2020-10-04 08:11:15
R429662CYH,543,2020-02-19 23:12:00
P544176DIQ,404,2020-12-18 09:57:05
Q993089PIQ,899,2020-10-07 05:50:17
D617527AFK,247,2020-09-15 16:10:20
R636490WYD,459,2020-06-06 22:29:50
W479261RBN,655,2020-02-24 00:49:36
U785590KCS,529,2020-09-02 14:07:17
I910787QXG,197,2020-10-09 12:45:40
N399670GZD,518,2020-08-31 08:58:26
G996976DBN,113,2020-04-06 23:39:43
R421116ZJY,29,2020-01-31 19:16:22
S782351FZG,609,2020-04-13 01:33:16
Q967424LBC,340,2020-02-17 17:36:25
A906463KSS,852,2020-01-22 23:11:38
A523665XRT,489,2020-01-03 10:32:20
U510607XOX,896,2020-09-05 08:06:19
A143587QUL,83,2020-02-05 06:20:12
S366358MQH,621,2020-01-10 06:08:36
V952104MNJ,426,2020-04-03 03:49:12
Z743107FOX,133,2020-07-01 11:48:21
N509605HJP,310,2020-07-16 20:38:36
J679714FLI,179,2020-03-13 00:41:57
C847621ILV,506,2020-04-25 01:50:56
H708100PGM,10,2020-04-05 00:33:38
A559035EGH,305,2020-03-23 12:33:54
J670633YLU,195,2020-09-21 14:59:38
P283343QPF,640,2020-08-24 10:13:02
Y650267TJZ,213,2020-12-04 17:42:12
D623627CNG,372,2020-12-05 21:25:54
F179871LPQ,597,2020-01-05 17:40:49
H288490ZOU,295,2020-04-29 23:16:53
T326743UJC,702,2020-02-28 16:42:26
B529175AZU,196,2020-09-21 20:38:40
X910040IFX,834,2020-05-28 10:05:28
B438479VFJ,999,2020-06-10 00:54:50
V307781HTK,354,2020-03-11 11:22:50
C302730CHO,54,2020-02-24 15:45:39
G750936UCX,471,2020-01-11 07:05:21
L153209VKM,696,2020-07-29 23:45:53
Z966782PZL,365,2020-08-12 13:29:38
D759981ZIR,852,2020-02-07 23:24:05
M216257IMB,81,2020-07-13 01:29:05
N933555DOW,598,2020-10-01 09:47:04
U678221VJU,792,2020-03-09 21:06:45
T530763RGA,89,2020-07-05 17:19:21
I479528FZV,914,2020-10-27 21:29:23
Q402260KHT,330,2020-06-26 03:40:59
I108222JAV,643,2020-08-08 00:01:12
Q615600PPZ,515,2020-09-11 19:00:57
O561911PND,476,2020-05-24 16:31:33
K674077AIN,161,2020-11-06 23:42:32
Y765116KTV,851,2020-04-14 08:07:30
F307957DBQ,588,2020-12-16 23:25:53
O672045JUT,611,2020-04-14 19:05:27
E606608MZY,665,2020-05-29 00:14:05
Z385758FLW,644,2020-01-04 06:35:43
U637394HQA,198,2020-11-19 21:44:44
L565966WAR,618,2020-08-11 06:49:42
U703810BAY,55,2020-05-10 07:13:47
W794449HRE,513,2020-03-20 12:55:05
U732018VYX,289,2020-03-03 07:02:59
X533124YAI,230,2020-07-17 14:28:41
L747516GPY,424,2020-02-29 02:22:51
B258093MDT,454,2020-01-13 07:03:30
Y908577JQP,438,2020-08-27 09:55:51
S585985SEL,899,2020-11-05 16:54:06
S120039VMN,870,2020-12-04 16:09:05
Y664561HVR,536,2020-10-04 15:56:59
O711488JQV,384,2020-06-29 00:28:18
D229886DSH,219,2020-12-24 21:11:20
F226658FFY,564,2020-01-29 08:23:16
K132217WKE,41,2020-12-12 05:34:08
F607953JHX,778,2020-09-18 15:08:31
F259146LTN,436,2020-12-20 18:06:02
Q497335WFX,874,2020-07-31 20:06:15
Q672491BKE,185,2020-06-10 05:16:16
X349514YIR,43,2020-01-30 12:50:02
T906066JAB,607,2020-02-28 23:43:51
U838866UEF,66,2020-11-23 12:23:44
Z385498KIA,772,2020-07-10 12:23:47
X657105WRL,472,2020-12-07 13:42:10
W932925JQR,222,2020-06-15 13:31:16
J593341DFT,125,2020-05-21 23:08:37
F879914MLE,210,2020-10-13 12:11:01
W737738MHQ,397,2020-12-05 18:21:03
D938528UZT,434,2020-05-15 09:19:49
K746669FBW,440,2020-12-22 23:01:00
N844299ERN,228,2020-10-02 05:12:43
Q822571RLL,226,2020-07-19 17:07:20
W105604EEV,340,2020-05-28 11:33:15
H451666UFN,579,2020-01-21 19:22:51
Y452649BSD,422,2020-02-16 15:44:49
A541161WPA,933,2020-08-30 18:42:24
M152153NNQ,393,2020-02-24 10:56:57
S402233GWQ,967,2020-04-07 12:21:07
J103597YSD,375,2020-08-02 01:14:34
L976951JKC,867,2020-09-07 19:45:58
A699239OAV,7,2020-06-06 11:49:57
K930882ZFE,159,2020-09-15 15:08:36
D841586JKO,540,2020-07-09 02:17:06
G838067GSR,355,2020-10-20 14:46:40
L374931JFP,317,2020-05-13 05:24:38
T304078SDP,252,2020-02-19 22:02:53
I134008BLQ,440,2020-08-29 19:25:20
T323558MWL,770,2020-07-12 06:47:11
E744957EPG,459,2020-05-26 23:31:47
U979339RPV,688,2020-02-13 10:45:00
V698962NVO,100,2020-06-28 14:53:47
F878474VES,143,2020-03-06 11:38:50
I429784HEP,685,2020-11-17 17:05:10
J824164ZAQ,313,2020-05-18 15:58:39
C324455JCE,895,2020-12-07 12:40:54
N199567HHK,157,2020-09-13 06:00:48
S293844NWR,51,2020-08-01 18:08:27
W662517WUJ,425,2020-08-22 17:27:42
C572701OPR,669,2020-06-14 03:01:35
Q240371JNU,597,2020-08-02 01:32:32
R288780KBX,822,2020-08-08 09:49:21
Y636669OGZ,898,2020-06-24 11:36:16
O724549CFJ,835,2020-04-25 22:09:33
J965635PUL,96,2020-10-19 18:15:36
A103037FHO,488,2020-07-31 05:38:20
Y516052VNQ,434,2020-12-10 07:12:43
Q657136MYU,401,2020-05-03 19:13:48
H843977XJX,621,2020-02-28 10:15:41
J688301DDI,2,2020-03-16 04:25:44
M401158RSP,964,2020-02-18 01:10:05
U668464DNW,130,2020-07-25 22:43:32
Q533363VDT,606,2020-07-30 15:26:21
Z797502GJV,955,2020-12-26 00:45:21
B524541DJG,973,2020-12-14 10:07:00
Z364284BDD,422,2020-05-12 16:32:19
K892807YXT,762,2020-12-24 20:50:37
R824350TPM,979,2020-04-10 18:18:22
I499349DJF,488,2020-11-17 23:53:25
S745266YBG,778,2020-03-16 22:16:13
E900203XUH,678,2020-11-05 00:30:14
P355222VQR,871,2020-08-03 20:15:08
N906374KFI,501,2020-09-05 23:37:55
G175504MXR,927,2020-11-18 15:04:21
S758741FMQ,76,2020-04-02 01:23:21
V355406UFZ,637,2020-11-12 22:17:07
F587113HZG,324,2020-04-08 20:29:20
C816741QDV,905,2020-02-13 05:11:27
Q528866GLA,845,2020-03-15 14:53:14
Z994288XZD,804,2020-09-21 22:44:57
Q413946SFI,234,2020-11-29 02:23:48
J493847ANB,125,2020-10-19 05:53:16
I612936EIS,259,2020-03-26 04:02:21
M713980CDU,405,2020-04-04 20:14:32
U147564ZJK,756,2020-03-02 09:58:11
C658930EXA,542,2020-08-30 07:12:37
T904790VMR,969,2020-05-25 14:29:53
M192483YAP,879,2020-05-27 06:28:47
V574280TMU,677,2020-09-08 17:37:42
B728352MJH,254,2020-11-09 13:39:09
Y381927IXE,706,2020-04-09 09:18:11
I960904EGN,422,2020-07-31 23:45:00
V978130WUV,121,2020-03-10 18:36:58
S403738UHI,262,2020-06-26 13:44:26
Y974285OCW,509,2020-08-05 03:39:02
F433411FRJ,70,2020-08-04 16:35:02
S193653KJH,650,2021-01-01 01:36:17
G655813XJX,482,2020-08-15 13:13:59
L935640BFI,626,2020-05-15 06:25:34
J672039AIP,765,2020-10-26 14:50:03
Q333523NCV,673,2020-09-18 04:18:27
A121587KIF,762,2020-10-30 21:12:04
I741054AEI,321,2020-02-29 17:47:45
Z714774KQC,340,2020-12-17 13:07:39
P392290FRF,499,2020-04-01 23:54:31
R995731SCL,554,2020-02-08 09:27:40
E136397NQW,378,2020-07-11 07:35:56
A332302NZM,916,2020-06-11 20:24:04
Y940511ZLS,48,2020-11-09 05:29:34
H595108ZOV,59,2020-11-27 09:01:21
S459552PIF,636,2020-05-18 11:57:56
N955846YLR,934,2020-03-15 23:42:09
V879621GMK,446,2020-12-16 10:04:56
B553188OCU,288,2020-07-07 04:52:09
U503795UYX,160,2020-01-22 16:37:40
S509856SPX,603,2020-05-04 09:52:26
H449654HPI,175,2020-11-14 15:42:06
J709546PWE,930,2020-08-15 18:29:36
E474711ZWZ,688,2020-06-10 03:37:41
E784174JXQ,164,2020-06-28 05:35:13
L379141DCA,46,2020-04-21 06:21:42
M807609UQN,93,2020-05-11 11:53:13
F756751NBD,509,2020-03-30 17:41:49
F274674ISP,2,2020-07-08 00:13:56
M599633EQR,275,2020-12-15 12:42:10
U726927TMF,996,2020-09-12 08:55:53
M934173QXI,877,2020-09-21 00:50:32
T178140FZK,188,2020-07-22 05:00:39
C230510TLA,94,2020-06-12 15:33:57
H538802JMK,508,2020-10-14 04:30:42
L654580BZI,636,2020-04-06 20:53:50
F970168WVJ,767,2020-01-26 13:59:43
B949500YRA,850,2020-03-22 01:55:07
H384250TMH,148,2020-05-04 22:16:30
A728592MAO,14,2020-11-25 18:00:17
I458450JTR,168,2020-11-15 01:41:55
A304902CPN,488,2020-04-11 21:18:36
O544191MHM,458,2020-06-14 15:26:41
N586806WGN,541,2020-09-03 20:10:57
L309679ZWN,848,2020-07-12 21:35:17
A333451ZKF,288,2020-06-08 12:48:41
O888010NIZ,399,2020-11-28 08:48:46
Y898023OVF,437,2020-07-14 00:53:15
E643075NED,44,2020-06-17 03:03:35
W853757ZUJ,318,2020-03-08 15:08:05
J761637CSA,691,2020-10-24 10:09:28
M533748BWY,56,2020-01-20 15:32:50
N620682CIR,554,2020-06-01 15:47:07
X111816YJK,552,2020-10-28 01:12:18
X564079HJB,798,2020-04-30 10:48:30
X753435CTY,349,2020-04-04 00:31:31
B183794MUO,920,2020-12-28 14:28:10
T535431JMH,561,2020-02-04 10:13:14
P529334RNU,702,2020-10-20 23:03:24
U502474ERL,177,2020-11-01 19:46:05
W928896QPE,122,2020-12-03 01:03:19
H636350AAW,964,2020-11-06 16:15:55
I489773QWX,23,2020-02-20 23:36:54
U854404AHA,776,2020-09-13 18:00:13
I533847XSK,393,2020-05-17 20:28:06
M516709YOT,678,2020-06-26 18:55:59
D609147ETU,689,2020-02-04 04:58:00
Z221061BYC,365,2020-11-02 00:24:03
D669676JUE,235,2020-01-12 18:06:01
D511669AAQ,518,2020-11-10 21:57:19
C721573VKB,830,2020-11-12 21:19:09
S921271UWE,35,2020-04-06 09:43:21
R728494NZP,882,2020-05-23 18:29:19
N801069RGC,342,2020-02-09 14:10:37
J303274OPQ,501,2020-04-20 19:09:02
N744590TMF,582,2020-11-22 00:05:46
E794780QTL,498,2020-01-10 23:37:17
W711530RTO,246,2020-09-26 06:13:48
Y488975VWV,176,2020-02-08 21:38:17
G444422YFY,336,2020-09-07 15:50:41
D242821GNN,571,2020-01-08 09:10:34
C351085CWS,851,2020-06-23 12:15:24
A616170YMF,552,2020-11-24 04:14:38
Z445039LMR,779,2020-04-21 06:12:39
X961654PGR,447,2020-08-26 14:07:06
U718785SKB,882,2020-03-09 19:53:17
L590647WUB,296,2020-09-13 00:12:49
M510568FIS,135,2020-03-07 09:13:42
E748904WSF,658,2020-03-31 19:13:19
G510140RFW,488,2020-06-21 22:57:39
H701258RNZ,383,2020-02-01 08:28:07
Y328701UAC,958,2020-10-21 05:23:29
T520539FYX,849,2020-08-26 02:01:23
H728697CXU,327,2020-02-09 01:59:01
K629891PGX,301,2020-12-20 22:05:10
D609051IDY,258,2020-05-17 00:33:18
J684640DHX,337,2020-06-27 08:23:05
O162029OAL,186,2020-06-15 15:26:46
W232938KHR,176,2020-02-12 17:12:24
S295090QJV,111,2020-09-20 20:09:38
V294694GCD,729,2020-08-19 14:04:43
B355262NHF,906,2020-08-25 17:17:12
S715501PAI,84,2020-06-30 08:44:21
R992585YJZ,163,2020-11-28 22:10:08
S178693DBD,645,2020-10-05 13:10:58
T340613KLN,395,2020-01-26 22:28:58
W828658VLR,392,2020-01-19 23:20:40
R675142GKW,321,2020-08-11 09:36:00
S347031LQM,867,2020-06-06 08:18:28
J570893DSE,593,2020-01-31 16:43:57
W888796BDZ,153,2020-04-30 13:00:38
B560044BUA,532,2020-03-12 09:50:14
Y128304HDU,489,2020-08-17 09:30:37
V542426GYH,804,2020-01-22 20:22:48
H504333KTW,7,2020-05-26 15:50:29
M863700IPR,593,2020-01-12 18:41:33
J119676MGJ,775,2020-05-29 11:32:19
U325961DJS,106,2020-11-08 10:44:23
P799134HYQ,214,2020-03-31 18:38:55
V446298KZL,870,2020-11-19 01:48:45
K693174AHB,301,2020-11-25 04:48:37
Y994459HHD,691,2020-02-24 01:17:21
D481416LVK,815,2020-06-07 03:20:45
Q230770GNR,474,2020-09-09 14:31:46
A875947APZ,318,2020-07-01 14:17:49
T759108VLS,597,2020-02-13 20:23:06
N688611LKT,538,2020-06-17 19:26:28
Z595123PFB,913,2020-04-16 06:36:57
E385065KKB,727,2020-04-07 01:50:39
Z280355VQG,542,2020-09-25 00:29:08
G525279KQO,299,2020-09-30 12:28:28
J269871GYL,246,2020-07-30 00:00:04
B418490YQU,602,2020-07-19 17:26:53
Y763606FQT,499,2020-01-02 09:57:09
W598172KKG,551,2020-04-25 10:50:13
K715671RJB,682,2020-02-04 08:39:37
Q926633VUX,626,2020-12-11 22:03:42
M638939YMV,389,2020-01-17 18:01:33
R449702QTR,705,2020-03-26 18:05:47
N677333LYF,483,2020-09-19 16:57:40
D321448WCF,304,2020-07-26 20:07:33
Z314771SBD,904,2020-04-28 23:28:55
I364083DQU,296,2020-10-09 07:57:18
V215057GVS,375,2020-02-13 23:11:17
H157482QRA,312,2020-10-28 04:56:23
D233824OVY,908,2020-07-30 11:53:03
C224198BMH,688,2020-03-28 00:07:13
F739776HXG,545,2020-04-25 16:40:45
R625852YHW,695,2020-08-24 16:32:55
I333292CXK,922,2020-12-31 18:13:18
U843754CDF,276,2020-01-08 07:39:17
M887845ZLC,828,2020-06-07 10:34:20
M636351CGB,986,2020-01-16 10:13:22
Q984680FGA,919,2020-07-03 01:32:45
S837617XSE,614,2020-05-26 08:27:24
I321975NUZ,378,2020-04-26 10:51:34
E662367KDG,812,2020-09-11 16:04:23
G551160EID,392,2020-02-09 10:05:00
H767925BVX,765,2020-04-10 11:51:14
L879248RYK,648,2020-09-27 12:12:58
U930963ZPY,730,2020-12-21 07:47:01
S642758UJS,180,2020-11-26 20:01:14
Z681932JUO,580,2020-10-21 15:17:01
O883605NZX,330,2020-08-29 05:50:49
X475790NWU,922,2020-07-17 00:21:14
G791981NGP,971,2020-08-11 04:08:43
P943078QOV,213,2020-01-10 03:12:46
D775838EER,581,2020-08-20 08:09:21
E106985GNF,398,2020-12-23 16:44:00
F489722HRQ,927,2020-05-01 15:08:12
S332267UEC,91,2020-06-22 23:15:49
U428847GBG,938,2020-02-05 15:02:52
I584217EHP,925,2020-09-18 20:50:12
Z987207QDP,9,2020-01-15 06:54:23
U868783FAT,175,2020-09-30 23:36:28
X168003JUM,919,2020-03-02 16:37:42
S393781WIJ,549,2020-09-27 02:54:33
S482812SFD,493,2020-11-15 10:32:34
S364208EJR,23,2020-01-24 07:42:50
F658157NZZ,733,2020-12-28 00:25:55
K401798ISD,994,2020-08-02 19:25:23
I540097ZSC,180,2020-11-15 22:39:01
E582879JYD,28,2020-06-27 09:00:35
D241742ESK,819,2020-01-12 01:35:44
W255295MJY,554,2020-01-14 08:05:53
Y792676PJQ,810,2020-12-28 11:48:47
S176435LOG,261,2020-08-26 02:21:00
P885064PXX,285,2020-01-03 05:10:09
R985099YNK,281,2020-01-23 09:54:07
R282091WIY,365,2020-07-12 20:08:14
D727043SAO,656,2020-08-05 09:41:43
I582126BKP,251,2020-03-31 18:51:13
L319373KKR,776,2020-06-08 18:35:31
N855294IOG,943,2020-06-11 01:22:12
A756618RIO,590,2020-07-13 17:59:07
R373361BRY,185,2020-04-25 03:35:43
R594491CWQ,90,2020-02-22 01:52:16
M231769XRB,991,2020-02-26 00:26:56
W520375GBP,129,2020-08-01 09:58:20
I888435FOL,222,2020-03-19 11:29:46
U689683IBA,272,2020-02-07 05:59:29
P734817TBH,627,2020-10-18 18:18:49
G889225HML,697,2020-04-06 04:15:08
O957229RKG,205,2020-08-21 12:59:46
C467620NMJ,684,2020-12-11 17:43:04
F758359CDT,779,2020-05-30 23:33:59
V275751GAB,997,2020-05-20 09:51:34
Q715725SAK,751,2020-12-11 19:55:55
L803668UKH,141,2020-01-21 21:17:38
X387046GEC,74,2020-02-03 19:10:12
P551211ZGF,878,2020-03-14 14:20:53
A847111RKU,277,2020-01-06 03:13:25
Z271947BIJ,828,2020-05-10 11:39:11
N744677DLW,125,2020-12-21 21:19:06
V195137VJQ,765,2020-07-26 11:27:27
K589159IWY,689,2020-11-11 04:49:47
T977194MNL,418,2020-07-26 01:46:19
L812132YZI,994,2020-09-03 03:31:55
X204626TGO,102,2020-10-14 09:18:28
L438021JMB,920,2020-04-12 04:08:51
S374157UUT,417,2020-03-28 15:36:52
F461725CZU,528,2020-10-07 22:08:48
D769650TSA,488,2020-02-11 11:24:35
L458170BHZ,983,2020-08-26 12:50:29
Z125103QQR,335,2020-03-30 10:58:21
W701780FGI,119,2020-07-31 17:47:20
C166986FWE,883,2020-03-04 14:48:49
N139075WUJ,101,2020-05-27 00:44:26
G239036WOG,591,2020-09-08 01:35:22
N532472SIB,862,2020-01-02 19:28:27
N760913XDE,849,2020-02-27 07:29:30
J390017LLM,567,2020-04-04 09:58:20
Y135224CWO,111,2020-06-20 08:56:22
K582475GVC,772,2020-05-07 00:39:31
S509259ZPB,619,2020-02-10 03:30:49
I882626VLV,973,2020-11-10 13:52:55
C621841QXJ,826,2020-02-23 01:57:57
Q218762GNU,280,2020-12-26 07:36:34
U795690DVH,110,2020-05-11 12:49:04
R504435BMP,658,2020-11-08 22:13:52
D454815HWZ,552,2020-09-15 14:17:24
E127067MBX,285,2020-08-28 07:27:03
C780732JRL,537,2020-05-21 08:43:26
G755591PBL,685,2020-02-17 03:23:35
H114563JQX,526,2020-12-24 13:31:19
E744079VKF,254,2020-04-23 10:40:34
W296961BJS,534,2020-10-07 18:54:02
U385889RYN,140,2020-11-25 21:22:44
F431934PIX,407,2020-11-14 11:38:40
E395216CDU,428,2020-07-23 11:36:29
Y541742FNL,90,2020-07-03 13:44:28
G771455OBD,601,2020-03-12 13:50:59
T956652TIA,149,2020-06-16 11:58:34
I472125GVO,934,2020-11-11 19:59:36
M524104HOJ,545,2020-07-26 02:28:40
L429275QGS,238,2020-02-20 10:42:11
J488302TSB,577,2020-11-05 20:11:17
Y557438EPA,832,2020-06-15 01:29:22
K233834EWK,362,2020-12-20 14:10:43
E212724XCJ,982,2020-04-21 02:50:53
K412071OSN,620,2020-01-03 09:07:42
E286415EVH,905,2020-01-12 18:19:31
Y193178XAN,615,2020-07-22 16:15:11
T123375SCQ,280,2020-02-10 05:40:37
A669322RMF,670,2020-01-31 22:07:56
W829927RXQ,819,2020-07-14 06:13:32
G473101BBR,400,2020-07-27 05:12:57
G400325RHT,645,2020-05-02 06:16:49
G431249VMK,494,2020-09-27 06:59:18
J170436UKW,524,2020-09-11 16:24:42
B538294KAP,802,2020-11-05 10:34:31
M838403BRY,351,2020-07-26 22:51:09
H281767PMM,6,2020-05-06 15:44:27
J471657BGJ,666,2020-02-07 08:41:32
R691192DIF,402,2020-01-04 20:47:20
Z636792RMK,803,2020-01-07 07:58:04
I424534WLY,191,2020-09-03 21:19:44
O535068YND,199,2020-01-28 15:43:07
F451285QNR,272,2020-04-07 14:00:34
X543405JNQ,831,2020-07-29 20:56:49
G370001KIN,864,2020-05-05 06:31:01
Y110202VGV,91,2020-03-06 11:40:27
M524986NXT,318,2020-05-18 06:53:18
C517965JAV,898,2020-11-15 06:42:31
I435797FRS,526,2020-03-12 11:09:37
W520312NDR,296,2020-01-28 14:15:46
E126219JUI,673,2020-10-11 18:53:21
L179485GSV,533,2020-06-24 23:44:24
S434457QSL,873,2020-06-04 21:07:12
U382132NVD,141,2020-05-19 07:50:25
X552966EMI,375,2020-09-17 14:49:19
U293439LMV,459,2020-10-30 09:35:45
V639169ZFW,701,2020-10-04 19:13:29
P742138XUP,816,2020-10-15 10:44:22
W472076SGQ,444,2020-05-10 22:46:00
F673177MIR,1000,2020-12-24 19:12:51
J376931DXK,987,2020-08-26 21:48:35
Q474715RFK,616,2020-06-26 02:50:55
L671953EMO,167,2020-07-17 05:41:37
Y272943EPR,91,2020-05-12 06:59:03
Q788984PUQ,266,2020-08-22 10:40:09
D212401MPL,363,2020-03-04 00:14:51
A159606JVW,711,2020-06-27 18:46:05
T611592GHH,835,2020-12-29 13:43:40
T404796WQT,261,2020-02-25 20:14:10
G274787CMG,915,2020-03-02 21:10:04
R795096RSI,543,2020-07-02 07:42:22
B115095IJZ,982,2020-09-06 20:19:45
G916102CTU,38,2020-10-27 08:15:04
R172804GQG,636,2020-03-24 06:45:55
G269195KJC,336,2020-03-31 02:32:59
M932026UTB,122,2020-04-12 06:48:05
U991657KXA,536,2020-06-09 08:18:41
D590838RBI,543,2020-08-13 21:43:32
U603681CMM,826,2020-07-24 00:14:44
U812877UOT,900,2020-12-22 07:15:18
E459781QLJ,993,2020-01-25 02:40:58
C550756TIF,594,2020-06-23 08:17:34
O896106CVB,384,2020-09-21 19:32:14
S290634NAS,73,2020-06-11 13:47:08
P703686LZD,857,2020-07-21 17:48:07
E273517YIH,137,2020-12-29 21:54:41
G108305EPJ,370,2020-07-07 11:40:05
T903727NWX,106,2020-05-07 11:16:22
M120578ZZA,903,2020-02-08 05:13:49
P543852ACM,7,2020-09-16 11:53:58
N624506SDN,831,2020-06-19 08:24:14
Z548144HXC,866,2020-12-12 03:55:47
R749816GLE,403,2020-02-11 18:09:06
S628389HGZ,926,2020-01-15 09:53:12
L570164ADA,875,2020-08-14 22:57:23
N721429HBP,428,2020-05-23 03:46:58
C519699NXJ,447,2020-03-04 04:51:28
A241135CJA,144,2020-07-20 04:53:26
K562487FJM,818,2020-08-21 07:40:24
D412193SBP,466,2020-01-25 05:59:09
A636906UCG,715,2020-11-17 19:17:20
O459829WJT,83,2020-10-25 15:51:45
P792896KJN,341,2020-02-03 00:20:43
O728456GTN,569,2020-07-23 07:24:48
B214539STB,738,2020-09-24 03:33:12
D426081NMA,356,2020-12-15 12:40:36
O799167SQY,419,2020-09-25 03:56:58
I181007ZYA,558,2020-12-17 08:14:40
F412131YFS,279,2020-01-17 06:56:43
E325547KVV,34,2020-07-10 06:59:35
I359394MXO,587,2020-07-07 14:10:12
V820510YWM,612,2020-06-16 03:51:05
K461723YDC,512,2020-08-12 23:15:35
K219100GWC,105,2020-01-08 13:16:54
V540692NUW,492,2020-12-24 11:15:05
C993606SNQ,306,2020-11-27 16:31:06
I257792ONO,766,2020-10-15 19:04:06
P597731VRC,597,2020-10-12 23:35:29
A186662VJV,822,2020-10-20 01:09:33
V736824IMF,221,2020-03-03 01:11:31
M141496BJK,685,2020-04-28 03:25:26
H520126LIZ,467,2020-07-04 09:32:18
W394340SRL,158,2020-11-18 07:48:23
S693880ACW,318,2020-04-07 16:41:38
F293200KUR,967,2020-10-01 05:05:39
O821088XOW,84,2020-12-08 20:36:47
U941899JEP,625,2020-10-23 10:52:32
Q420147EXW,453,2020-04-01 05:34:45
B566558SUO,621,2020-11-25 17:23:38
O499503IDT,852,2020-06-28 06:44:27
R889808QOU,3,2020-12-06 07:23:44
F803701SFK,19,2020-06-16 05:48:28
O995067KXQ,379,2020-12-20 02:39:32
K341987NDJ,997,2020-06-06 08:18:46
J346150FIY,26,2020-12-28 21:23:38
U588750VLB,642,2020-03-01 18:34:23
L960142ZLN,686,2020-07-30 14:00:32
R908788NEB,573,2020-06-12 19:58:32
N275873MJW,24,2020-12-27 09:20:41
N900608OOV,317,2020-06-30 18:52:28
Q364409RJE,897,2020-06-19 02:34:31
U545676EJA,46,2020-12-17 01:58:42
T604008TNT,276,2020-08-12 03:41:15
W828764WHI,498,2020-03-19 07:52:07
D642057VKR,653,2020-12-11 22:44:04
B275184ZGW,896,2020-06-09 13:44:07
D134126ORM,148,2020-05-03 12:13:26
A868828ZYO,135,2020-06-14 01:11:26
O782760IVU,558,2020-01-04 23:45:51
T458734VNU,585,2020-05-29 09:39:22
P268028KDV,563,2020-05-12 04:21:17
L212481IOP,633,2020-08-04 04:32:47
M341486IIX,457,2020-04-05 12:27:35
F769252XCE,780,2020-10-03 04:40:37
C356817JFY,579,2020-08-17 03:05:44
G366520AGK,940,2020-12-29 20:26:56
O457954ENQ,531,2020-12-30 23:10:42
O886071RIR,503,2020-10-04 09:49:42
D369640FDR,171,2020-02-12 15:54:47
S209565HRW,208,2020-04-25 06:29:19
C843508HOM,887,2020-09-03 02:25:20
R301621WXE,507,2020-05-25 21:40:06
W914015CLP,734,2020-07-18 06:10:52
H156855XMI,706,2020-09-22 13:41:36
X598156ZQT,174,2020-08-20 09:55:36
B411023ASC,159,2020-02-23 17:04:40
U467284AVG,278,2020-01-29 23:49:45
P354810VUI,713,2020-01-17 22:44:06
V874484RYX,77,2020-06-10 03:50:57
H911504HJL,73,2020-01-21 23:29:35
Y347731JZA,837,2020-06-04 11:52:54
V556533SDM,510,2020-07-05 01:58:37
J313082PMK,798,2020-10-19 22:23:29
U922813OSU,933,2020-09-20 20:49:49
N625008PSO,746,2020-08-10 20:01:41
Z482869HBF,289,2020-03-21 14:28:43
V490335DER,894,2020-05-07 15:37:38
T876494QYV,779,2020-07-28 12:56:25
C109203TMK,952,2020-06-25 00:57:27
B258969JQW,629,2020-11-28 03:47:48
Y262271NSR,639,2020-10-20 05:44:05
U455149LBR,526,2020-07-14 11:00:43
E501446KHR,822,2020-07-11 14:34:14
A266613WHZ,678,2020-09-05 23:31:11
G532709IKM,16,2020-12-07 02:00:53
C765123AZM,173,2020-08-01 04:11:42
T203223AIL,192,2020-04-14 07:00:21
L786022JII,369,2020-07-23 22:35:05
C188666KYL,824,2020-03-28 11:08:23
R595947ZON,54,2020-04-05 22:24:10
D236211ZLY,213,2020-01-03 14:14:23
N395227OTG,151,2020-05-27 09:16:46
K519438OAQ,412,2020-06-11 12:17:07
R345395MPY,989,2020-10-22 20:48:06
D964062YUK,438,2020-03-25 00:48:08
Y168101LDN,470,2020-02-14 02:35:10
Q113540XYC,227,2020-06-17 06:28:15
Z553233VWB,486,2020-12-22 06:47:32
