hst_id,plat_no,slot_number,reg_date
82204,V802600UOB,720,2020-08-02 01:15:59
82205,H624089PJV,274,2020-04-14 18:24:17
82206,G188410BRV,938,2020-12-02 18:52:55
82207,H907921EQX,133,2020-06-23 18:42:11
82208,P191613YVW,343,2020-01-20 16:05:45
82209,V564120ZPW,663,2020-02-19 07:10:22
82210,L192512THL,865,2020-01-13 02:49:18
82211,C124816ZDJ,835,2020-04-23 01:04:56
82212,B536578MHD,369,2020-07-02 16:19:14
82213,G849354QFM,772,2020-07-27 01:55:31
82214,X639412MXK,621,2020-03-27 00:19:12
82215,X992085GLF,194,2020-08-17 16:58:01
82216,U469234HHS,920,2020-07-09 09:42:09
82217,G682927VSC,498,2020-09-24 12:37:35
82218,D570133MST,951,2020-01-31 18:48:36
82219,W978345SGO,923,2020-01-29 22:41:03
82220,O883449JZC,680,2020-12-31 15:11:13
82221,P701881NCY,950,2020-12-31 03:55:27
82222,Z404799HMO,434,2020-01-17 13:38:06
82223,Y521323PGX,561,2020-05-26 07:22:28
82224,P970171FCW,978,2020-11-28 11:15:39
82225,A343838ZJF,386,2020-11-20 06:31:48
82226,Q310739JUM,536,2020-06-15 14:54:26
82227,H922893EMZ,796,2020-11-04 14:34:48
82228,X477201TPD,498,2020-01-14 21:24:00
82229,A620823RQD,625,2020-08-02 07:38:38
82230,K116751VOP,590,2020-10-06 15:34:38
82231,E875882QKT,773,2020-09-13 08:59:20
82232,B518989LWI,770,2020-04-22 12:39:41
82233,H564232IRA,252,2020-02-03 00:20:58
82234,X494484JDY,84,2020-02-24 08:13:40
82235,J946908KUZ,440,2020-08-21 18:29:59
82236,V467880XRC,644,2020-09-14 07:20:44
82237,N441725ONH,348,2020-10-02 22:46:38
82238,U352592USC,563,2020-08-14 13:57:08
82239,A868560NYL,311,2020-05-18 21:53:19
82240,Q427149HYC,883,2020-06-18 02:09:14
82241,S549820FDL,61,2020-12-25 13:35:13
82242,Y448367QGG,753,2020-07-04 16:29:26
82243,F732152JHJ,86,2020-10-30 02:05:05
82244,H761359NOI,73,2020-06-09 03:48:47
82245,Y208613RRX,44,2020-11-29 16:13:09
82246,L802329UBR,387,2020-06-10 22:55:11
82247,W226013WWL,271,2020-06-09 09:12:22
82248,R259205GDU,612,2020-03-30 17:04:05
82249,E843627ZUY,705,2020-05-20 17:11:46
82250,W111571OUH,663,2020-12-03 08:22:13
82251,F660450LLH,754,2020-11-19 05:30:13
82252,W278994YOJ,727,2020-07-22 10:48:32
82253,D933864KJW,801,2020-05-21 13:26:39
82254,O168439SUB,41,2020-04-28 18:37:14
82255,R696180GMX,846,2020-04-01 06:17:33
82256,V188086DZV,806,2020-10-27 20:53:09
82257,E851768FKT,786,2020-04-28 13:15:18
82258,G862028RCS,567,2020-10-13 03:58:52
82259,P980371FXS,63,2020-11-11 16:48:58
82260,R444527VZG,960,2020-08-07 03:58:41
82261,W352973ESX,739,2020-12-10 19:48:56
82262,J229876TZA,884,2020-05-03 03:16:37
82263,A884408JOK,226,2020-09-30 19:51:46
82264,J664156AUH,88,2020-02-10 01:13:06
82265,Q818694BVD,803,2020-07-21 19:15:43
82266,Z195821MYE,621,2020-05-23 11:06:42
82267,R191049APG,130,2020-06-23 18:48:25
82268,P263067FTR,360,2020-02-04 04:01:51
82269,W741153AFL,882,2020-03-30 03:47:22
82270,F175682ORK,680,2020-07-27 23:04:37
82271,W997259LXO,580,2020-10-10 13:25:52
82272,K931806BIZ,987,2020-11-03 05:52:13
82273,Q510124DSH,440,2020-09-13 10:57:26
82274,Z536218GIJ,983,2020-07-12 06:31:37
82275,A157673TLB,942,2020-01-27 21:42:49
82276,M187992PAI,375,2020-01-28 20:34:11
82277,I649076AQU,258,2020-03-20 08:20:03
82278,Q959666VWO,808,2020-12-04 19:19:03
82279,I445738DUP,825,2020-06-14 20:42:02
82280,N759474QPV,338,2020-12-07 08:28:24
82281,E122025LWJ,469,2020-01-23 02:38:12
82282,V171011OPQ,63,2020-12-13 06:06:47
82283,M671774OIB,523,2020-11-23 13:18:10
82284,P509861GXM,84,2020-01-31 12:59:05
82285,L437006WUE,274,2020-02-20 18:49:48
82286,J448699NSV,335,2020-05-02 06:51:16
82287,U764034TYK,72,2020-12-10 08:08:16
82288,Q949207ZZK,26,2020-01-31 22:36:04
82289,Q176633YSB,424,2020-10-23 16:04:40
82290,G139077OVA,325,2020-09-08 03:37:08
82291,J137846SWR,777,2020-11-02 08:23:12
82292,Z523785SEB,524,2020-04-16 02:35:36
82293,H829138VYD,969,2020-12-07 03:56:17
82294,R635790EEK,379,2020-09-08 22:32:26
82295,Q555665WBX,707,2020-02-26 10:40:24
82296,V614223ABK,915,2020-07-10 14:24:19
82297,I293791KTX,55,2020-08-07 01:05:30
82298,Y664339EOE,310,2020-01-30 10:53:54
82299,P405116ISO,844,2020-09-08 21:14:11
82300,P470068JVX,198,2020-11-07 20:05:36
82301,W909876KJI,534,2020-05-27 10:32:35
82302,X347469DHI,768,2020-01-29 11:55:50
82303,P393318GJR,189,2020-09-07 13:31:01
82304,U948696QVB,448,2020-03-26 08:18:41
82305,G616301USS,809,2020-03-30 11:43:17
82306,C391706AJG,320,2020-02-08 09:24:48
82307,N122583ZFQ,204,2020-07-31 12:27:01
82308,O613960YDN,686,2020-02-28 02:06:11
82309,P963275AUE,684,2020-09-13 03:03:29
82310,X809262UWP,465,2020-01-06 05:00:53
82311,W746539GLC,816,2020-03-07 13:49:30
82312,Y741091QGX,792,2020-07-18 02:44:45
82313,M215729CVT,848,2020-02-18 01:34:37
82314,G922786KEP,686,2020-05-07 07:53:25
82315,Q278496NBF,457,2020-10-10 15:55:13
82316,B634568YMH,698,2020-06-13 13:53:45
82317,S149776VVA,976,2020-10-06 05:14:02
82318,I969963RIE,899,2020-05-05 17:58:19
82319,E473710TOU,918,2020-09-02 01:32:16
82320,L839290JQN,720,2020-08-03 16:10:59
82321,B488754JLS,807,2020-09-13 17:34:52
82322,J119058OQK,862,2020-04-03 10:11:43
82323,P397737CTG,477,2020-02-22 21:29:33
82324,Z909184KCY,754,2020-10-01 22:50:06
82325,P662281OPQ,595,2020-10-16 12:14:09
82326,H894827AAU,379,2020-05-26 23:00:17
82327,J223594XLR,745,2020-01-31 09:43:32
82328,T375360PAU,421,2020-01-30 20:54:55
82329,F589088LZQ,2,2020-10-27 12:43:54
82330,H299421TTM,521,2020-08-19 22:31:44
82331,E860810TSG,209,2020-10-29 14:55:37
82332,U500391TRP,955,2020-01-07 03:17:53
82333,O588079KJG,129,2020-06-16 11:58:03
82334,F176232YRB,251,2020-02-09 07:16:19
82335,J862338EFF,453,2020-12-08 01:05:45
82336,Q426331OSH,471,2020-10-10 03:32:49
82337,R738170MDV,37,2020-08-22 01:56:43
82338,D663405YCQ,192,2020-11-09 05:21:53
82339,O352371USO,141,2020-05-09 21:17:02
82340,W924429PBH,100,2020-02-11 18:11:56
82341,T716106JFM,453,2020-05-13 07:33:47
82342,A289546NEV,76,2020-08-29 14:13:07
82343,O566824CLM,856,2020-09-20 22:28:57
82344,A720759GDH,425,2020-01-24 02:37:15
82345,R946354ZWS,935,2020-09-01 05:12:58
82346,A666110BEQ,891,2020-08-03 14:10:06
82347,L691662XVO,892,2020-05-09 09:52:33
82348,N499404QVF,579,2020-08-31 16:14:31
82349,H804291KNG,575,2020-09-28 15:05:09
82350,E390119JNF,123,2020-08-21 12:51:53
82351,K819237CYO,356,2020-08-16 06:10:43
82352,L995822ZZP,284,2020-02-20 08:31:22
82353,F426023OSW,238,2020-08-25 19:07:17
82354,K704792XWD,863,2020-12-15 18:30:44
82355,U444570GXG,138,2020-09-30 04:33:28
82356,K580482BYR,782,2020-03-14 13:50:38
82357,C609946DFX,165,2020-10-01 14:50:49
82358,A705183XBE,955,2020-02-26 14:54:31
82359,T567190WAO,279,2020-06-16 10:23:45
82360,P615089ULA,897,2020-11-10 15:33:45
82361,R912744BPF,731,2020-12-02 08:56:23
82362,Y561102SGW,336,2020-12-31 08:20:57
82363,M585602JXS,297,2020-04-11 01:54:33
82364,J295840TKO,42,2020-01-02 04:07:25
82365,D644099MKN,578,2020-07-04 13:58:32
82366,A605893SGX,732,2020-06-10 19:14:20
82367,L678666GHZ,587,2020-10-20 19:20:59
82368,D277068RZY,800,2020-03-16 18:11:46
82369,Y464832BHO,958,2020-04-26 07:55:45
82370,O419395AHA,206,2020-08-15 04:55:34
82371,L115071TPR,89,2020-02-25 14:42:17
82372,R289093IYF,634,2020-09-08 17:55:06
82373,Z775634OCM,658,2020-09-04 19:32:56
82374,I959601ANP,571,2020-03-08 16:12:02
82375,S238550VGY,796,2020-07-06 14:08:11
82376,Z879380CWW,213,2020-11-02 20:28:16
82377,G735949SNN,451,2020-10-29 05:37:10
82378,F712975AAX,739,2020-08-20 12:12:47
82379,N503383KQR,596,2020-07-30 20:07:39
82380,E858178QCL,220,2020-06-20 13:58:01
82381,R862839DRP,599,2020-12-15 00:08:11
82382,E296814LXH,241,2020-03-27 02:59:07
82383,H541122ROW,422,2020-04-21 09:55:15
82384,B650912JHW,167,2020-08-15 22:34:20
82385,W706334NAC,318,2020-10-25 07:48:41
82386,K123036THS,266,2020-08-30 03:51:25
82387,N999327VSW,208,2020-06-10 11:08:24
82388,P218400NJU,51,2020-09-13 02:53:49
82389,M528274IJZ,527,2020-03-19 01:54:47
82390,X735894CTJ,674,2020-08-03 04:15:06
82391,U374672KNH,415,2020-09-13 13:03:33
82392,U878456ADK,538,2020-12-25 07:44:59
82393,L716628VZT,474,2020-06-18 12:03:49
82394,X323689WTA,184,2020-06-29 03:05:30
82395,A953619GAT,669,2020-04-14 00:29:37
82396,M101098GMC,196,2020-12-22 21:05:25
82397,Y753842SSZ,930,2020-01-24 01:32:31
82398,Y345502NXD,762,2020-04-10 16:37:43
82399,P459801SIC,108,2020-08-29 21:15:00
82400,M556750PPL,813,2020-04-01 03:59:21
82401,P418409UGH,180,2020-12-24 14:23:53
82402,V437650GQW,920,2020-09-08 11:45:06
82403,D323599VVZ,632,2020-08-19 14:15:31
82404,I554489BED,217,2020-06-16 02:34:51
82405,T550662WES,262,2020-08-13 00:36:10
82406,Z374276ALF,907,2020-03-12 07:25:38
82407,N253616WNB,895,2020-11-21 20:02:29
82408,W738533EKT,213,2020-09-24 00:50:13
82409,E179377KAH,696,2020-07-20 17:14:13
82410,J360005CEF,417,2020-11-18 04:53:37
82411,L533932SUM,33,2020-12-07 17:22:41
82412,X559922ETQ,256,2020-06-12 10:22:09
82413,A701961VWI,172,2020-12-29 15:11:23
82414,G216964XNL,857,2020-10-02 04:01:30
82415,R775988ZEL,635,2020-06-10 10:35:13
82416,T104014RUF,748,2020-12-19 03:31:14
82417,S546310EEA,728,2020-12-28 06:14:53
82418,K600958IAR,923,2020-06-06 17:02:18
82419,O149890CDH,103,2020-08-20 06:01:21
82420,Z157275GVP,318,2020-12-11 13:44:39
82421,Z914703RZU,805,2020-02-25 23:06:32
82422,P745102MCW,416,2020-01-05 08:57:15
82423,Z533891VTJ,33,2020-06-06 18:36:32
82424,X644445LRM,591,2020-04-06 05:32:07
82425,A438358QOE,171,2020-07-18 12:41:26
82426,S975418AOZ,745,2020-03-30 06:38:28
82427,V724737PUQ,218,2020-03-06 23:49:26
82428,W981477ADD,741,2020-04-21 06:38:13
82429,J330165HIP,557,2020-10-06 13:06:33
82430,X449757OFX,670,2020-01-03 07:11:58
82431,Z479638HSW,626,2020-12-15 03:25:00
82432,M364249LOV,128,2020-01-30 05:19:22
82433,G249100MDW,23,2020-10-07 15:48:12
82434,B369716WIN,376,2020-04-26 18:18:03
82435,E779473UCJ,603,2020-02-02 20:22:23
82436,E440303AVS,161,2020-10-29 19:37:35
82437,Z193790VVQ,656,2020-11-08 16:01:53
82438,Y849783NLI,941,2020-07-11 20:48:50
82439,M386949OVO,623,2020-11-03 19:55:15
82440,D619905YXN,730,2020-05-01 06:56:40
82441,O464067SGV,154,2020-11-03 17:17:01
82442,D473278KYA,427,2020-08-02 10:06:01
82443,H114311ENV,706,2020-10-26 14:30:56
82444,G863608KLK,887,2020-03-13 17:35:56
82445,T940545AEM,835,2020-11-09 12:51:40
82446,L174145SME,882,2020-09-12 02:01:15
82447,W441391GPM,94,2020-12-22 04:53:07
82448,N876760TPK,968,2020-04-03 15:21:55
82449,K269112AGP,621,2020-07-29 09:52:03
82450,H613608SLL,145,2020-05-28 21:44:48
82451,G289134DYK,8,2020-03-29 00:40:30
82452,M299697GCM,356,2020-06-08 02:02:33
82453,C366377DZK,249,2020-02-03 12:35:58
82454,W894366CZD,808,2020-02-16 10:22:00
82455,D727518MLA,607,2020-05-23 03:04:36
82456,L666303GUN,118,2020-05-30 14:47:37
82457,S312090UQU,399,2020-07-24 08:49:12
82458,W827546SAP,815,2020-04-19 09:10:40
82459,S869997JNJ,381,2020-09-11 02:18:49
82460,R337211CRC,599,2020-11-16 01:24:18
82461,H708928NQT,355,2020-11-18 05:42:17
82462,K835928JOH,186,2020-08-10 23:46:47
82463,N984974XUW,990,2020-08-01 04:45:22
82464,R132676UPG,752,2020-02-15 16:03:42
82465,A200436NQJ,613,2020-01-06 04:07:53
82466,F240196ZPB,729,2020-06-18 12:20:23
82467,S940312QCA,581,2020-11-01 14:10:42
82468,I767171NAM,692,2020-05-15 18:15:29
82469,V116564YXD,381,2020-06-06 15:59:46
82470,Y681272BUF,40,2020-01-14 01:06:04
82471,F464010GCQ,626,2020-09-03 07:26:27
82472,I668567BPP,454,2020-10-31 06:29:25
82473,T138610PSP,786,2020-07-25 10:20:25
82474,J405581TUK,61,2020-04-28 20:51:11
82475,Y514485AAQ,454,2020-10-22 02:40:26
82476,V378833MPE,715,2020-12-28 06:38:13
82477,X171157NFE,694,2020-06-22 03:10:29
82478,U201930MLN,36,2020-03-11 15:06:45
82479,H987850HAU,174,2020-05-18 04:22:07
82480,P454148VTI,367,2020-04-20 15:21:26
82481,T573063ICX,325,2020-12-16 05:51:46
82482,K371595ZSQ,865,2020-02-29 16:02:11
82483,O447754HIW,536,2020-03-02 23:47:43
82484,O714483YJQ,511,2020-04-21 11:56:10
82485,R186116EFQ,638,2020-12-11 03:05:16
82486,K993421YYI,343,2020-05-15 20:17:00
82487,O529233TIN,387,2020-04-28 07:18:14
82488,U838575UNK,665,2020-03-04 19:54:08
82489,Z610199WMC,70,2020-03-22 00:22:10
82490,S668764TOD,38,2020-10-20 12:20:56
82491,E368292FGN,748,2020-09-09 16:50:57
82492,H633802ZDX,414,2020-06-30 08:43:49
82493,Y180901KUU,155,2020-08-18 22:28:06
82494,Y315895UIO,781,2020-12-21 20:15:59
82495,P559781IUA,4,2020-12-06 14:30:22
82496,F503991VWJ,635,2020-01-24 22:12:52
82497,D473852JLT,667,2020-10-07 07:44:40
82498,V630675BCW,549,2020-01-28 15:01:46
82499,A530645OSZ,553,2020-03-08 00:28:24
82500,O109895RCY,773,2020-02-01 02:56:23
82501,A770446UYD,478,2020-05-26 19:10:27
82502,Q697992YER,816,2020-09-23 11:20:44
82503,Z977844WYV,106,2020-02-12 05:22:59
82504,U202928PFE,808,2020-10-09 21:55:34
82505,X365305TBZ,886,2020-09-08 01:25:40
82506,H337986YRZ,235,2020-11-07 09:43:59
82507,N828921ZFM,509,2020-11-28 09:16:09
82508,P415156ZFG,317,2020-07-24 16:13:39
82509,P589253ROS,199,2020-04-30 23:28:24
82510,U336044OGS,120,2020-06-18 04:27:53
82511,L482482NAX,497,2020-07-31 16:18:42
82512,C902160IRL,891,2020-07-05 21:19:45
82513,V492591HYV,59,2020-12-02 21:03:57
82514,Z701903UGJ,657,2020-04-22 09:37:33
82515,W927543YYI,876,2020-01-03 00:34:09
82516,S186215CLG,575,2020-05-04 18:17:36
82517,J833411OZD,795,2020-12-30 17:55:31
82518,J310128YNV,524,2020-08-31 16:49:43
82519,Z808526BKL,131,2020-01-30 12:41:02
82520,D154818NVZ,406,2020-11-28 02:46:54
82521,V233188UAZ,452,2020-08-28 04:05:58
82522,B911576YJJ,260,2020-03-30 21:19:39
82523,K754088BIX,27,2020-09-17 07:54:02
82524,C242859YSY,374,2020-10-11 03:25:32
82525,G164247WHR,68,2020-05-30 14:58:13
82526,W904675GKP,767,2020-07-28 20:59:26
82527,O935686POF,153,2020-12-20 05:15:34
82528,Z739691XDP,94,2020-06-27 06:33:21
82529,F106234CTQ,785,2020-01-16 07:21:52
82530,X655725ISL,964,2020-11-30 03:31:37
82531,Y943495KEN,542,2020-04-23 12:44:27
82532,H429413TFU,836,2020-06-20 20:15:55
82533,Z708714YWS,518,2020-03-16 20:15:52
82534,U894989XOK,258,2020-04-14 21:43:12
82535,I895445QIL,279,2020-08-05 10:47:05
82536,D932399KPU,399,2020-09-24 17:21:09
82537,L117182JUO,212,2020-12-05 11:41:21
82538,M842660INV,508,2020-08-31 12:44:17
82539,L412544KZD,74,2020-01-02 09:52:24
82540,S799384ECL,268,2020-12-08 09:59:29
82541,B738275QSA,162,2020-09-21 20:22:38
82542,N104371PEJ,122,2020-07-29 12:19:08
82543,Q314187KJI,855,2020-05-10 10:43:26
82544,B950570YDD,181,2020-05-10 09:28:04
82545,U988914SBH,592,2020-08-02 11:49:51
82546,F201302TPV,939,2020-01-06 02:53:18
82547,K849354NZH,533,2020-04-20 00:11:34
82548,Y833596WOG,168,2020-09-28 20:05:21
82549,S484257EZZ,734,2020-07-03 13:24:55
82550,P146170QYX,809,2020-12-10 12:42:42
82551,M926875GHR,67,2020-06-07 03:14:18
82552,V286386TZF,97,2020-04-01 19:43:40
82553,I622754MDQ,381,2020-09-03 12:10:14
82554,B129048MON,556,2020-08-02 06:56:40
82555,Z810392WRO,882,2020-05-16 01:57:50
82556,W177872QYK,590,2020-10-23 22:30:53
82557,A710160MKV,257,2020-07-08 23:05:36
82558,D157413YGE,227,2020-01-02 18:11:53
82559,A493676ZZR,640,2020-08-11 01:47:02
82560,H283852WEV,195,2020-04-18 23:56:11
82561,J891628DKG,283,2020-01-12 13:23:46
82562,H189193WOS,619,2020-11-17 21:06:51
82563,X820303ZKB,350,2020-05-21 01:50:47
82564,L949156PUN,195,2020-04-28 23:51:32
82565,N984951ADE,58,2020-05-28 03:53:59
82566,F232719QYU,876,2020-08-26 20:58:36
82567,F346190SBX,75,2020-04-21 21:46:31
82568,E839019RUB,892,2020-04-20 13:52:18
82569,Z460839JSB,24,2020-01-20 16:01:46
82570,E133709QQC,283,2020-11-03 18:08:05
82571,R481036VAA,195,2020-02-28 20:47:32
82572,H305463EKX,468,2020-03-06 08:13:52
82573,X653154EGX,888,2020-11-08 18:58:16
82574,G801886FSQ,425,2020-06-12 07:00:46
82575,J484491SKE,688,2020-04-09 23:26:08
82576,A911069PNB,498,2020-01-17 21:02:04
82577,N660555TMS,189,2020-05-29 21:59:02
82578,W410877LPJ,356,2020-09-17 14:12:43
82579,V596770DXL,312,2020-09-03 06:21:33
82580,R601982SJE,871,2020-09-13 03:51:19
82581,H826517DSZ,536,2020-04-16 11:54:30
82582,I645818VTR,874,2020-11-11 15:43:42
82583,J259268LNI,743,2020-07-27 11:19:54
82584,W312177PNE,621,2020-02-23 15:12:00
82585,M261820SKH,399,2020-06-18 16:39:03
82586,K745005DGN,746,2020-05-24 16:26:40
82587,L967725JTZ,220,2020-04-11 07:29:01
82588,W683320UQP,158,2020-02-28 00:42:23
82589,U894131BWM,818,2020-01-12 09:01:53
82590,W466944HRY,761,2020-09-25 03:47:55
82591,R326136ILZ,580,2020-11-04 11:47:50
82592,Z689510CRF,791,2020-05-05 07:52:46
82593,Z656541FKO,285,2020-01-28 06:27:39
82594,L632166SEC,265,2020-03-31 10:55:06
82595,E289563XYT,399,2020-09-17 22:02:01
82596,T972106HMR,782,2020-08-14 04:49:12
82597,E680856HEL,797,2020-09-06 07:50:33
82598,F861555AAE,147,2020-09-10 20:24:33
82599,U166277INW,997,2020-08-19 12:27:28
82600,H101455NDG,672,2020-06-13 08:40:52
82601,B996002OMY,384,2020-08-26 09:24:24
82602,I815134WLK,73,2020-10-22 01:46:08
82603,J997162RSR,21,2020-05-04 20:58:40
82604,I954679YKP,135,2020-08-15 04:37:04
82605,V522400ROZ,513,2020-01-28 19:43:49
82606,E985596YWB,146,2020-05-30 05:18:27
82607,Y218079UOP,147,2020-04-26 21:47:53
82608,B738424HRQ,321,2020-07-17 05:56:02
82609,K459338PQE,367,2020-08-03 10:36:53
82610,G360016CVC,766,2020-07-18 04:55:49
82611,Y213617THI,463,2020-05-27 18:44:16
82612,V305963YSN,758,2020-12-21 07:45:37
82613,E878003WNW,830,2020-05-25 07:02:17
82614,G621068OPP,336,2020-12-03 19:39:25
82615,Y755485JAK,791,2020-11-18 12:20:53
82616,A682951WVB,179,2020-09-10 16:36:16
82617,M159116ZIH,294,2020-02-18 20:13:29
82618,X163651WKB,243,2020-03-02 07:22:54
82619,T975606FYV,900,2020-06-04 10:02:00
82620,J411981YXI,643,2020-02-19 18:38:07
82621,J982570OBL,426,2020-12-15 02:34:00
82622,X987466NOF,374,2020-12-14 01:20:47
82623,L386109QLL,467,2020-06-12 03:41:25
82624,V773202ROF,1000,2020-10-16 01:26:45
82625,C125672YGZ,429,2020-12-19 12:33:52
82626,J897218MKZ,716,2020-08-02 13:08:12
82627,Z215008KUW,592,2020-09-11 22:03:17
82628,V941572RNG,804,2020-05-02 00:57:27
82629,A838669GQN,882,2020-10-31 23:29:52
82630,O584515LDK,838,2020-01-13 10:39:12
82631,V596574WVL,723,2020-06-07 16:00:23
82632,I561617ZVP,498,2020-06-11 15:10:45
82633,S257456HUD,46,2020-12-06 09:02:05
82634,W758051XJS,689,2020-12-07 13:25:20
82635,Q644233AOQ,777,2020-08-09 20:58:46
82636,G625074IBU,583,2020-08-23 17:57:24
82637,K396681JRJ,295,2020-04-15 23:09:08
82638,Z613618NJN,808,2020-06-14 08:12:56
82639,D831038ZPD,459,2020-05-27 12:24:18
82640,B990930NLP,964,2020-10-08 13:38:02
82641,N829685TZN,720,2020-03-07 12:40:51
82642,Q179679FJW,174,2020-01-29 03:33:33
82643,Q702441RMY,117,2020-04-22 00:25:33
82644,V842238ZWI,996,2020-02-02 05:35:58
82645,M561121ZQP,97,2020-04-21 00:01:23
82646,X537537EAC,283,2020-03-07 05:20:54
82647,Q201973UJS,63,2020-08-20 01:08:55
82648,D860946NXV,669,2020-03-18 08:57:07
82649,D859361GFL,550,2020-08-14 05:52:39
82650,R497091YPZ,538,2020-04-11 16:15:50
82651,Q373423GHR,142,2020-01-30 08:11:44
82652,Y948813BDV,963,2020-06-15 00:52:09
82653,E859032UME,849,2020-05-05 18:24:14
82654,C380811NFZ,80,2020-08-05 04:25:29
82655,Z659952HGU,862,2020-04-15 03:10:34
82656,W301177XUL,954,2020-03-31 22:33:44
82657,T568349PCF,157,2020-08-09 03:17:54
82658,U362396YMH,401,2020-03-22 14:14:01
82659,L147821XPP,392,2020-08-25 13:13:42
82660,X389089CES,767,2020-07-07 10:00:35
82661,T804123OCE,616,2020-05-19 17:54:41
82662,F104596GWC,818,2020-05-09 08:40:39
82663,A759236KAX,681,2020-03-11 13:55:07
82664,S251430VTG,362,2020-03-22 20:18:16
82665,E987854LVQ,948,2020-07-06 05:25:19
82666,V834048CDZ,202,2020-08-07 17:30:15
82667,R385222TRQ,853,2020-11-01 18:44:54
82668,X944323GJK,458,2020-01-09 18:37:31
82669,U688833RRA,209,2020-12-04 03:03:56
82670,R961640XHJ,527,2020-05-25 21:59:37
82671,B192426ZRR,408,2020-05-21 12:32:57
82672,N327217PRB,411,2020-05-01 06:19:54
82673,X933607RZH,618,2020-09-30 02:15:09
82674,Y565811MOF,647,2020-04-14 02:01:21
82675,K555108FHA,39,2020-09-16 17:05:20
82676,E120319GAR,856,2020-07-01 19:36:01
82677,M618215MQY,360,2020-11-19 14:40:35
82678,J543299NHA,445,2020-09-02 11:42:17
82679,P395684KON,2,2020-09-29 21:28:10
82680,A677177FIC,43,2020-04-19 22:15:56
82681,E272920BQJ,574,2020-05-07 07:15:26
82682,S556537UHH,530,2020-06-08 22:38:36
82683,R291932XDG,751,2020-06-16 13:10:40
82684,K374514KGI,46,2020-05-29 07:39:27
82685,K412037LHJ,427,2020-11-07 01:52:16
82686,T443334CGU,487,2020-08-30 14:28:53
82687,W317013AAE,120,2020-11-13 11:31:35
82688,I130725TMY,190,2020-04-10 03:07:01
82689,O142551DUV,758,2020-09-17 08:08:10
82690,K468415CWR,936,2020-05-05 20:02:55
82691,H879284RIN,404,2020-08-01 17:59:46
82692,N114615WCD,965,2020-10-02 18:25:34
82693,J368032MQT,115,2020-02-21 05:22:05
82694,J436038IYC,238,2020-05-07 06:56:11
82695,D210073PKV,423,2020-06-04 21:16:09
82696,M282692SYC,486,2020-10-02 14:04:18
82697,B128821UAP,927,2020-03-28 09:39:44
82698,L594459CTQ,428,2020-04-30 09:00:34
82699,B937291UVZ,544,2020-03-14 08:33:07
82700,H947923RKZ,553,2020-08-31 15:40:16
82701,C772850VHH,819,2020-06-27 12:50:43
82702,I554043BCT,806,2020-03-01 13:36:13
82703,A524292LRJ,294,2020-06-18 06:37:32
82704,I122888AJD,879,2020-04-03 19:01:15
82705,Y812890HAX,176,2020-04-05 04:58:02
82706,S462340AQB,379,2020-08-22 17:53:16
82707,Q284279NHQ,648,2020-10-11 03:43:02
82708,P285444ZMV,150,2020-12-03 21:40:27
82709,K758943KFJ,925,2020-05-24 07:41:57
82710,U931378MUW,37,2020-02-25 08:06:21
82711,S121782AQG,262,2020-02-24 10:19:08
82712,U423007BTA,521,2020-02-25 17:13:09
82713,W326580RUY,652,2020-09-04 19:26:34
82714,E200087OIP,940,2020-03-25 19:54:33
82715,C212040VUI,507,2020-01-22 23:14:06
82716,L530703EDW,941,2020-07-05 02:49:54
82717,J964367WRO,829,2020-12-13 12:55:47
82718,D834619GBX,554,2020-12-25 19:56:55
82719,P749349ETE,622,2020-08-09 20:11:24
82720,G994226XUF,751,2020-03-12 14:32:09
82721,Z859945TGX,195,2020-11-21 16:56:09
82722,I950872AWC,957,2020-04-18 00:11:23
82723,H972724TLZ,279,2020-11-09 14:56:57
82724,Z729001IBT,174,2020-07-11 22:28:16
82725,A630396CGI,801,2020-12-03 20:09:29
82726,Z483309BPI,465,2020-12-28 00:04:54
82727,X269536VXU,157,2020-09-19 13:53:22
82728,K874594GHW,575,2020-07-16 20:30:39
82729,K118053MIG,212,2020-03-18 10:02:49
82730,G779264LBW,131,2020-01-08 14:22:41
82731,B485223RNW,657,2020-05-07 20:36:21
82732,K518630XEX,400,2020-09-20 06:34:56
82733,X142236QSS,334,2020-12-26 01:19:07
82734,C231936YZV,996,2020-12-11 18:29:23
82735,X425602JPP,459,2020-02-10 13:31:02
82736,P549359ZPO,94,2020-05-21 22:16:37
82737,A736391YHE,633,2020-07-08 04:34:01
82738,F951281KJE,462,2020-05-05 06:29:01
82739,Y659654ZQX,227,2020-12-10 07:41:05
82740,M727058QMY,491,2020-10-26 02:02:04
82741,S616884WQQ,628,2020-08-28 17:51:22
82742,G490334URG,611,2020-08-29 12:29:18
82743,Z156339UEH,625,2020-11-11 05:52:14
82744,N904064SVJ,880,2020-11-10 13:11:26
82745,B611425NEW,944,2020-09-30 11:24:09
82746,T962903BLG,620,2020-12-10 23:30:50
82747,J692202NON,320,2020-08-26 06:16:02
82748,J588733BLN,508,2020-11-03 01:52:22
82749,B826092OMH,394,2020-09-25 07:16:04
82750,M918188ZAO,274,2020-06-14 22:09:35
82751,O157447SQI,259,2020-11-04 07:35:43
82752,G911253IZK,161,2020-08-02 00:28:03
82753,G159592ETR,952,2020-05-14 02:01:26
82754,V695344DKO,999,2020-10-27 22:58:41
82755,A351956LLD,761,2020-03-23 06:00:38
82756,H660206DSA,908,2020-05-06 11:05:23
